Place,Movie Title,Rating,Year,Reviews
"1,917",Kaafila,3.3,2007,3
"1,919",Buddha Mar Gaya,2.9,2007,4
"1,920",Heyy Babyy,6.0,2007,10
"1,921",Kaisay Kahein...,6.2,2007,2
"1,923",Ram Gopal Varma Ki Aag,1.4,2007,21
"1,924",The Darjeeling Limited,7.2,2007,23
"1,925",Fear,3.8,2007,1
"1,926",Dhokha,6.3,2007,8
"1,927",Victoria No. 203: Diamonds Are Forever,3.7,2007,2
"1,928",Dhamaal,7.4,2007,10
"1,929",Apna Asmaan,6.3,2007,4
"1,930",Darling,4.0,2007,11
"1,931",Hungama in Dubai,6.8,2007,0
"1,933",Inimey Nangathan,7.2,2007,2
"1,934",Nanhe Jaisalmer: A Dream Come True,6.3,2007,5
"1,935",Aggar: Passion Betrayal Terror,4.3,2007,4
"1,936",Dhol,6.4,2007,22
"1,938",Kuch Khatta Kuch Meetha,4.3,2007,0
"1,939",Manorama: Six Feet Under,7.6,2007,11
"1,940",Johnny Gaddaar,7.9,2007,22
"1,941",Dil Dosti Etc,6.9,2007,22
"1,942",Go,2.8,2007,2
"1,943",It's Breaking News,5.6,2007,1
"1,944",Chhodon Naa Yaar,4.0,2007,1
"1,945",50 Lakh,6.7,2007,1
"1,946",Laaga Chunari Mein Daag: Journey of a Woman,5.4,2007,2
"1,947",Bhool Bhulaiyaa,7.4,2007,4
"1,948",Speed,3.1,2007,8
"1,949",No Smoking,7.3,2007,8
"1,950",Jab We Met,7.9,2007,12
"1,951",Humne Jeena Seekh Liya,7.4,2007,0
"1,952",Mumbai Salsa,5.1,2007,4
"1,953",Mahek,8.6,2007,0
"1,954",Saawariya,5.2,2007,1
"1,955",Om Shanti Om,6.7,2007,1
"1,956",Dumkata,5.8,2007,0
"1,957",The Great Indian Butterfly,6.1,2007,4
"1,958",Tsunami 81,8.6,2007,0
"1,959",Gangotri,5.9,2007,0
"1,960",F. M. (Fun Aur Masti),8.6,2007,2
"1,961",Dhan Dhana Dhan Goal,5.1,2007,12
"1,962",Gauri: The Unborn,3.8,2007,5
"1,963",Aaja Nachle,6.2,2007,20
"1,964",Dus Kahaniyaan,5.7,2007,22
"1,965",Khoya Khoya Chand,6.3,2007,14
"1,966",68 Pages,6.4,2007,1
"1,967",Strangers,5.2,2007,3
"1,968",Welcome,7.0,2007,24
"1,969",Taare Zameen Par,8.4,2007,18
"1,970",Showbiz,3.8,2007,3
"1,971",Return of Hanuman,7.3,2007,13
"1,972",Ek Krantiveer: Vasudev Balwant Phadke,6.8,2007,0
"1,973",Highway 203,6.4,2007,0
"1,974",Deha,6.6,2007,3
"1,975",Raakh: A Poem Masked in Blood,3.6,2007,0
"1,976",Main Rony Aur Jony,6.5,2007,0
"1,979",Jaane Bhi Do Yaaro,7.8,2007,0
"1,983",Dhakad Chhora 2,8.7,2007,0
"1,986",Naya Jigar,6.5,2007,0
"1,987",Shri Siddhivinayak Mahima,5.3,2007,0
"1,988",Staying Alive,7.1,2007,1
"1,989",Dosh,6.8,2007,0
"1,990",Salaam Bacche,5.5,2007,0
"1,994",Kunwara Paying Guest,7.4,2007,0
"1,995",Nirakar Chhaya,8.4,2007,1
"2,000",Ram Raaj,8.3,2008,0
